,Lfg_acc,Wft_acc,Lfgm3_tot,Lfga3_tot,Wfg3_acc,Lfgm_tot,Lfga_tot,Wfg_acc,Team_Name,Lftm_tot,Lft_acc,Wfgm3_tot,Wfga_tot,Wfta_tot,Wftm_tot,Wfgm_tot,Lfta_tot,Lfg3_acc,Wfga3_tot,GameCount
1101,0.0,0.0,0,0,0.0,0,0,0.0,Abilene Chr,0,0.0,0,0,0,0,0,0,0.0,0,0
1102,39.0,70.62937062937063,85,256,41.605839416058394,234,600,48.55195911413969,Air Force,173,68.11023622047244,114,587,286,202,285,254,33.203125,274,28
1103,37.634408602150536,70.98765432098766,68,230,42.71047227926078,210,558,47.45065789473684,Akron,156,70.27027027027027,208,1216,486,345,577,222,29.565217391304348,487,33
1104,42.489711934156375,61.696658097686374,97,324,42.721518987341774,413,972,48.554913294797686,Alabama,178,62.45614035087719,135,1038,389,240,504,285,29.938271604938272,316,33
1105,36.928487690504106,72.15189873417721,86,277,35.53299492385787,315,853,39.61038961038961,Alabama A&M,167,64.47876447876448,70,616,316,228,244,259,31.04693140794224,197,26
1106,41.36212624584718,67.2316384180791,61,213,40.51094890510949,249,602,48.4688489968321,Alabama St,91,58.70967741935484,111,947,354,238,459,155,28.63849765258216,274,27
1107,41.37931034482759,73.09782608695652,78,260,39.49579831932773,360,870,46.41025641025641,Albany NY,163,71.80616740088105,94,780,368,269,362,227,30.0,238,30
1108,40.93701996927803,75.38461538461539,142,417,36.7816091954023,533,1302,43.567251461988306,Alcorn St,308,67.39606126914661,32,342,130,98,149,457,34.05275779376499,87,29
1109,0.0,0.0,0,0,0.0,0,0,0.0,Alliant Intl,0,0.0,0,0,0,0,0,0,0.0,0,0
1110,41.21863799283154,75.99164926931107,89,232,42.51968503937008,230,558,46.03501544799176,American Univ,114,69.51219512195122,162,971,479,364,447,164,38.36206896551724,381,32
1111,43.56435643564357,72.95774647887323,85,251,42.01183431952663,308,707,50.39370078740158,Appalachian St,134,61.18721461187214,142,889,355,259,448,219,33.864541832669325,338,30
1112,42.895805142083894,75.97087378640776,77,222,43.08681672025723,317,739,51.298701298701296,Arizona,184,71.59533073929961,134,924,412,313,474,257,34.68468468468468,311,32
1113,38.71527777777778,74.5920745920746,80,253,38.39779005524862,223,576,51.32555673382821,Arizona St,132,72.92817679558011,139,943,429,320,484,181,31.620553359683793,362,31
1114,35.67567567567568,67.3036093418259,57,180,36.46616541353384,198,555,46.34146341463415,Ark Little Rock,156,64.73029045643153,97,902,471,317,418,241,31.666666666666668,266,29
1115,35.834155972359326,67.75700934579439,84,315,39.08045977011494,363,1013,45.64102564102564,Ark Pine Bluff,153,57.30337078651685,68,585,214,145,267,267,26.666666666666668,174,29
1116,42.789223454833596,69.10891089108911,50,187,37.4025974025974,270,631,48.45605700712589,Arkansas,123,62.43654822335025,144,1263,505,349,612,197,26.737967914438503,385,33
1117,43.856502242152466,73.09941520467837,131,356,49.21875,489,1115,48.08612440191388,Arkansas St,226,71.51898734177215,63,418,171,125,201,316,36.79775280898876,128,28
1118,0.0,0.0,0,0,0.0,0,0,0.0,Armstrong St,0,0.0,0,0,0,0,0,0,0.0,0,0
1119,40.84848484848485,66.66666666666667,73,253,34.32835820895522,337,825,46.264367816091955,Army,144,69.56521739130434,69,696,249,166,322,207,28.85375494071146,201,30
1120,40.816326530612244,63.768115942028984,128,411,38.40304182509506,380,931,51.76010430247718,Auburn,182,70.27027027027027,101,767,276,176,397,259,31.143552311435524,263,30
1121,0.0,0.0,0,0,0.0,0,0,0.0,Augusta,0,0.0,0,0,0,0,0,0,0.0,0,0
1122,40.98360655737705,72.0136518771331,64,199,41.1764705882353,225,549,46.829640947288006,Austin Peay,171,70.08196721311475,203,1309,586,422,613,244,32.1608040201005,493,34
1123,38.76092136616362,68.10810810810811,102,348,33.333333333333336,488,1259,45.30201342281879,Ball St,236,63.956639566395665,23,298,185,126,135,369,29.310344827586206,69,30
1124,42.54992319508449,73.36065573770492,76,238,40.78341013824885,277,651,46.78362573099415,Baylor,137,76.11111111111111,177,1197,488,358,560,180,31.932773109243698,434,30
1125,41.33611691022965,71.56488549618321,80,231,36.84971098265896,198,479,45.745405037440435,Belmont,88,63.30935251798561,255,1469,524,375,672,139,34.63203463203463,692,32
1126,43.37748344370861,72.45508982035928,78,235,34.25925925925926,393,906,45.87378640776699,Bethune-Cookman,257,66.58031088082902,37,412,167,121,189,386,33.191489361702125,108,29
1127,39.849624060150376,76.5625,99,318,37.5,371,931,47.97202797202797,Binghamton,181,69.88416988416988,72,715,256,196,343,259,31.132075471698112,192,30
1128,0.0,0.0,0,0,0.0,0,0,0.0,Birmingham So,0,0.0,0,0,0,0,0,0,0.0,0,0
1129,48.42342342342342,67.54850088183422,62,170,40.6570841889117,215,444,50.78909612625538,Boise St,110,63.58381502890173,198,1394,567,383,708,173,36.470588235294116,487,32
1130,43.57066950053135,71.05263157894737,97,292,39.726027397260275,410,941,47.96854521625164,Boston College,224,66.86567164179104,87,763,342,243,366,335,33.21917808219178,219,31
1131,37.111111111111114,69.40298507462687,106,362,37.388724035608305,334,900,44.0,Boston Univ,186,66.42857142857143,126,775,268,186,341,280,29.281767955801104,337,31
1132,41.390728476821195,70.95588235294117,77,279,37.5,375,906,47.41506646971935,Bowling Green,170,60.283687943262414,72,677,272,193,321,282,27.59856630824373,192,30
1133,41.061130334486734,74.14772727272727,122,382,43.576826196473554,356,867,46.775956284153004,Bradley,221,74.91525423728814,173,915,352,261,428,295,31.93717277486911,397,32
1134,0.0,0.0,0,0,0.0,0,0,0.0,Brooklyn,0,0.0,0,0,0,0,0,0,0.0,0,0
1135,38.29321663019694,76.7032967032967,69,193,42.7710843373494,175,457,52.28604923798359,Brown,121,70.34883720930233,142,853,455,349,446,172,35.751295336787564,332,28
1136,0.0,0.0,0,0,0.0,0,0,0.0,Bryant,0,0.0,0,0,0,0,0,0,0.0,0,0
1137,39.199157007376186,70.33333333333333,117,385,40.42553191489362,372,949,47.540983606557376,Bucknell,178,64.72727272727273,95,610,300,211,290,275,30.38961038961039,235,31
1138,38.50308641975309,70.73170731707317,105,363,39.869281045751634,499,1296,47.67225325884544,Buffalo,236,66.10644257703082,61,537,205,145,256,357,28.925619834710744,153,29
1139,36.94267515923567,74.10714285714286,19,68,38.49372384937239,58,157,45.88477366255144,Butler,23,67.6470588235294,276,1458,560,415,669,34,27.941176470588236,717,32
1140,40.476190476190474,66.61290322580645,54,167,38.95652173913044,153,378,47.430058555627845,BYU,63,61.16504854368932,224,1537,620,413,729,103,32.33532934131737,575,34
1141,39.20335429769392,68.97506925207756,115,365,37.03703703703704,374,954,48.15905743740795,C Michigan,182,66.91176470588235,90,679,361,249,327,272,31.506849315068493,243,29
1142,37.982195845697326,70.95435684647303,99,401,36.53846153846154,384,1011,44.81605351170568,Cal Poly SLO,180,61.855670103092784,76,598,241,171,268,291,24.688279301745634,208,29
1143,44.8394495412844,75.32133676092545,94,277,38.41059602649007,391,872,48.383620689655174,California,214,81.99233716475096,116,928,389,293,449,261,33.935018050541515,302,31
1144,39.76510067114094,73.21428571428571,127,398,41.49659863945578,474,1192,49.327354260089685,Campbell,287,67.84869976359339,61,446,280,205,220,423,31.90954773869347,147,29
1145,37.67908309455587,71.69811320754717,179,562,40.44117647058823,526,1396,48.648648648648646,Canisius,237,63.03191489361702,55,333,106,76,162,376,31.85053380782918,136,31
1146,36.031042128603104,69.91869918699187,75,281,35.1219512195122,325,902,42.30088495575221,Cent Arkansas,248,69.46778711484593,72,565,246,172,239,357,26.690391459074732,205,26
1147,40.901213171577126,73.6842105263158,132,386,45.962732919254655,472,1154,47.950819672131146,Centenary,277,70.12658227848101,74,488,228,168,234,395,34.196891191709845,161,30
1148,41.37542277339346,73.19148936170212,102,323,39.78102189781022,367,887,50.06242197253433,Central Conn,176,68.21705426356588,109,801,235,172,401,258,31.57894736842105,274,30
1149,40.356564019448946,68.88888888888889,188,525,40.6015037593985,498,1234,45.81005586592179,Charleston So,185,65.60283687943263,54,358,135,93,164,282,35.80952380952381,133,26
1150,36.17300131061599,68.47195357833655,96,329,39.25233644859813,276,763,43.16353887399464,Charlotte,182,65.94202898550725,168,1119,517,354,483,276,29.179331306990882,428,33
1151,40.52197802197802,66.74107142857143,89,299,35.60830860534124,295,728,48.84526558891455,Chattanooga,191,64.3097643097643,120,866,448,299,423,297,29.765886287625417,337,29
1152,40.714995034756704,69.94219653179191,121,377,40.853658536585364,410,1007,49.57983193277311,Chicago St,178,66.41791044776119,67,476,173,121,236,268,32.09549071618037,164,25
1153,39.43127962085308,66.02316602316603,117,383,35.497835497835496,416,1055,43.574593796159526,Cincinnati,208,67.31391585760518,82,677,259,171,295,309,30.548302872062663,231,31
