,Lfg_acc,Wft_acc,Lfgm3_tot,Lfga3_tot,Wfg3_acc,Lfgm_tot,Lfga_tot,Wfg_acc,Team_Name,Lftm_tot,Lft_acc,Wfgm3_tot,Wfga_tot,Wfta_tot,Wftm_tot,Wfgm_tot,Lfta_tot,Lfg3_acc,Wfga3_tot,GameCount
1101,0.0,0.0,0,0,0.0,0,0,0.0,Abilene Chr,0,0.0,0,0,0,0,0,0,0.0,0,0
1102,42.64705882352941,72.05882352941177,95,288,33.789954337899545,319,748,47.02495201535508,Air Force,194,65.54054054054055,74,521,204,147,245,296,32.986111111111114,219,27
1103,41.8212478920742,68.41046277665995,62,166,36.285714285714285,248,593,48.34494773519164,Akron,152,70.69767441860465,127,1148,497,340,555,215,37.34939759036145,350,32
1104,42.80701754385965,73.28918322295806,42,165,30.208333333333332,244,570,46.3768115942029,Alabama,105,66.45569620253164,87,1104,453,332,512,158,25.454545454545453,288,32
1105,38.937282229965156,72.26890756302521,109,366,41.791044776119406,447,1148,46.24505928853755,Alabama A&M,238,62.96296296296296,28,253,119,86,117,378,29.781420765027324,67,26
1106,34.765998089780325,58.8235294117647,112,397,34.25414364640884,364,1047,42.124542124542124,Alabama St,192,56.63716814159292,62,546,204,120,230,339,28.211586901763223,181,29
1107,39.95006242197253,77.92792792792793,94,296,39.376770538243626,320,801,48.1086323957323,Albany NY,163,70.56277056277057,139,1031,444,346,496,231,31.756756756756758,353,33
1108,39.26654740608229,73.14285714285714,85,301,35.526315789473685,439,1118,45.21739130434783,Alcorn St,250,67.02412868632707,27,345,175,128,156,373,28.239202657807308,76,28
1109,0.0,0.0,0,0,0.0,0,0,0.0,Alliant Intl,0,0.0,0,0,0,0,0,0,0.0,0,0
1110,36.40856672158155,72.68408551068883,81,238,44.69453376205788,221,607,46.706586826347305,American Univ,94,68.61313868613139,139,1002,421,306,468,137,34.03361344537815,311,31
1111,40.82051282051282,68.75,109,349,40.0,398,975,49.395509499136445,Appalachian St,206,63.58024691358025,80,579,272,187,286,324,31.23209169054441,200,29
1112,39.93231810490694,69.94727592267135,64,218,42.247191011235955,236,591,46.20630861040068,Arizona,156,71.23287671232876,188,1173,569,398,542,219,29.357798165137616,445,34
1113,42.23790322580645,70.88607594936708,121,359,43.47826086956522,419,992,52.572706935123044,Arizona St,234,65.54621848739495,60,447,237,168,235,357,33.70473537604457,138,31
1114,36.67820069204152,68.82022471910112,76,259,38.028169014084504,318,867,43.35180055401662,Ark Little Rock,208,70.74829931972789,81,722,356,245,313,294,29.343629343629345,213,30
1115,40.47822374039283,67.0807453416149,97,342,33.80281690140845,474,1171,43.09701492537314,Ark Pine Bluff,242,60.957178841309826,48,536,322,216,231,397,28.362573099415204,142,33
1116,39.434889434889435,70.73732718894009,88,267,37.38019169329073,321,814,46.55831739961759,Arkansas,171,66.27906976744185,117,1046,434,307,487,258,32.95880149812734,313,32
1117,39.130434782608695,67.47720364741642,91,276,44.751381215469614,405,1035,48.19277108433735,Arkansas St,246,66.30727762803234,81,664,329,222,320,371,32.971014492753625,181,33
1118,0.0,0.0,0,0,0.0,0,0,0.0,Armstrong St,0,0.0,0,0,0,0,0,0,0.0,0,0
