,Lfg_acc,Wft_acc,Lfgm3_tot,Lfga3_tot,Wfg3_acc,Lfgm_tot,Lfga_tot,Wfg_acc,Team_Name,Lftm_tot,Lft_acc,Wfgm3_tot,Wfga_tot,Wfta_tot,Wftm_tot,Wfgm_tot,Lfta_tot,Lfg3_acc,Wfga3_tot,GameCount
1101,0.0,0.0,0,0,0.0,0,0,0.0,Abilene Chr,0,0.0,0,0,0,0,0,0,0.0,0,0
1102,40.567066521265,69.61325966850829,130,387,47.96747967479675,372,917,50.96952908587257,Air Force,238,66.29526462395543,59,361,181,126,184,359,33.59173126614987,123,29
1103,39.31888544891641,70.08196721311475,78,253,34.024896265560166,254,646,42.86905754795663,Akron,138,75.40983606557377,164,1199,488,342,514,183,30.8300395256917,482,34
1104,40.96244131455399,71.95767195767196,61,215,37.5,349,852,46.18689581095596,Alabama,210,68.62745098039215,84,931,378,272,430,306,28.372093023255815,224,30
1105,36.29782833505688,62.893081761006286,72,276,28.346456692913385,351,967,45.09803921568628,Alabama A&M,258,67.01298701298701,36,408,159,100,184,385,26.08695652173913,127,24
1106,42.47104247104247,63.27944572748268,58,187,33.96825396825397,220,518,48.46511627906977,Alabama St,94,63.513513513513516,107,1075,433,274,521,148,31.016042780748663,315,29
1107,40.089585666293395,76.43504531722054,64,239,32.51231527093596,358,893,43.53658536585366,Albany NY,171,66.02316602316603,66,820,331,253,357,259,26.778242677824267,203,31
1108,38.17934782608695,76.3157894736842,150,456,38.666666666666664,562,1472,48.05194805194805,Alcorn St,328,65.46906187624751,29,231,114,87,111,501,32.89473684210526,75,28
1109,0.0,0.0,0,0,0.0,0,0,0.0,Alliant Intl,0,0.0,0,0,0,0,0,0,0.0,0,0
1110,39.733333333333334,65.3012048192771,34,135,41.42538975501114,149,375,48.85301614273577,American Univ,59,62.765957446808514,186,1177,415,271,575,94,25.185185185185187,449,31
1111,42.857142857142854,71.86544342507645,127,375,41.810344827586206,450,1050,47.786259541984734,Appalachian St,259,69.25133689839572,97,655,327,235,313,374,33.86666666666667,232,30
1112,43.435754189944134,73.73068432671081,61,189,43.91025641025641,311,716,50.29585798816568,Arizona,136,72.72727272727273,137,1014,453,334,510,187,32.27513227513227,312,32
1113,41.825902335456476,74.89270386266094,67,208,38.38771593090211,197,471,50.73339085418464,Arizona St,109,71.24183006535948,200,1159,466,349,588,153,32.21153846153846,521,33
1114,35.39192399049881,68.27956989247312,38,128,38.170347003154575,149,421,48.11643835616438,Ark Little Rock,97,62.58064516129032,121,1168,558,381,562,155,29.6875,317,31
1115,36.27639155470249,63.89776357827476,66,262,34.319526627218934,378,1042,45.59228650137741,Ark Pine Bluff,201,59.82142857142857,58,726,313,200,331,336,25.19083969465649,169,31
1116,40.72164948453608,67.23716381418093,101,343,38.113207547169814,395,970,47.2385428907168,Arkansas,167,61.851851851851855,101,851,409,275,402,270,29.44606413994169,265,30
1117,40.18218623481781,67.91666666666667,80,267,34.0,397,988,45.3125,Arkansas St,190,67.13780918727915,51,576,240,163,261,283,29.9625468164794,150,28
1118,0.0,0.0,0,0,0.0,0,0,0.0,Armstrong St,0,0.0,0,0,0,0,0,0,0.0,0,0
1119,39.24180327868852,72.36842105263158,81,279,42.567567567567565,383,976,46.858168761220824,Army,144,65.45454545454545,63,557,228,165,261,220,29.032258064516128,148,30
1120,41.06351550960118,62.23091976516634,86,283,34.21052631578947,278,677,45.50748752079867,Auburn,102,56.043956043956044,156,1202,511,318,547,182,30.3886925795053,456,32
1121,0.0,0.0,0,0,0.0,0,0,0.0,Augusta,0,0.0,0,0,0,0,0,0,0.0,0,0
1122,41.29287598944591,71.01063829787235,83,263,41.137123745819395,313,758,50.851063829787236,Austin Peay,180,66.66666666666667,123,940,376,267,478,270,31.55893536121673,299,30
1123,41.46620847651776,60.96866096866097,79,228,32.93413173652694,362,873,40.629470672389125,Ball St,155,61.26482213438735,55,699,351,214,284,253,34.64912280701754,167,31
1124,39.10482921083628,69.73684210526316,103,340,39.900249376558605,332,849,51.03244837758112,Baylor,203,71.98581560283688,160,1017,456,318,519,282,30.294117647058822,401,33
1125,39.33774834437086,67.8921568627451,112,351,37.0722433460076,297,755,47.74609015639374,Belmont,158,69.29824561403508,195,1087,408,277,519,228,31.90883190883191,526,31
1126,36.1474435196195,64.01273885350318,71,269,30.45977011494253,304,841,42.81650071123755,Bethune-Cookman,169,60.57347670250896,53,703,314,201,301,279,26.394052044609666,174,30
1127,39.6551724137931,70.36328871892925,52,160,33.333333333333336,184,464,45.08816120906801,Binghamton,106,63.095238095238095,129,1191,523,368,537,168,32.5,387,30
1128,0.0,0.0,0,0,0.0,0,0,0.0,Birmingham So,0,0.0,0,0,0,0,0,0,0.0,0,0
1129,42.94032023289665,69.79472140762464,69,230,38.29113924050633,295,687,49.41520467836257,Boise St,121,68.75,121,1026,341,238,507,176,30.0,316,30
1130,40.348101265822784,73.75745526838966,67,220,35.467980295566505,255,632,46.61081492764661,Boston College,157,72.68518518518519,144,1313,503,371,612,216,30.454545454545453,406,33
1131,38.3448275862069,70.30812324929973,102,315,38.8235294117647,278,725,45.60260586319218,Boston Univ,144,65.15837104072398,165,921,357,251,420,221,32.38095238095238,425,30
1132,38.22341857335128,68.09815950920246,67,230,40.06849315068493,284,743,46.4203233256351,Bowling Green,115,63.888888888888886,117,866,326,222,402,180,29.130434782608695,292,30
1133,38.46153846153846,73.53579175704989,75,278,36.333333333333336,300,780,47.9020979020979,Bradley,192,69.06474820143885,109,858,461,339,411,278,26.97841726618705,300,32
1134,0.0,0.0,0,0,0.0,0,0,0.0,Brooklyn,0,0.0,0,0,0,0,0,0,0.0,0,0
1135,39.795918367346935,64.321608040201,93,339,40.0,390,980,49.06103286384977,Brown,223,66.76646706586827,70,426,199,128,209,334,27.43362831858407,175,28
1136,36.92449355432781,67.0807453416149,144,464,38.18181818181818,401,1086,45.80152671755725,Bryant,193,65.64625850340136,63,393,161,108,180,294,31.03448275862069,165,29
1137,36.945454545454545,71.7948717948718,160,493,41.6,508,1375,43.734015345268546,Bucknell,246,66.12903225806451,52,391,156,112,171,372,32.454361054766736,125,30
