,Lfg_acc,Wft_acc,Lfgm3_tot,Lfga3_tot,Wfg3_acc,Lfgm_tot,Lfga_tot,Wfg_acc,Team_Name,Lftm_tot,Lft_acc,Wfgm3_tot,Wfga_tot,Wfta_tot,Wftm_tot,Wfgm_tot,Lfta_tot,Lfg3_acc,Wfga3_tot,GameCount
1101,0.0,0.0,0,0,0.0,0,0,0.0,Abilene Chr,0,0.0,0,0,0,0,0,0,0.0,0,0
1102,43.85964912280702,75.60240963855422,40,129,42.05020920502092,125,285,49.34409687184662,Air Force,58,70.73170731707317,201,991,332,251,489,82,31.007751937984494,478,28
1103,42.125984251968504,72.82157676348548,64,198,37.26851851851852,214,508,46.11260053619303,Akron,108,72.48322147651007,161,1119,482,351,516,149,32.323232323232325,432,30
1104,41.46341463414634,72.18225419664269,70,209,34.35114503816794,272,656,48.1359649122807,Alabama,146,67.5925925925926,90,912,417,301,439,216,33.49282296650718,262,29
1105,38.575268817204304,67.44186046511628,65,231,36.574074074074076,287,744,45.31722054380665,Alabama A&M,151,62.13991769547325,79,662,344,232,300,243,28.138528138528137,216,23
1106,39.44387229660144,63.513513513513516,97,338,34.841628959276015,383,971,42.7972027972028,Alabama St,245,62.18274111675127,77,715,296,188,306,394,28.698224852071007,221,30
1107,39.96350364963504,69.66067864271457,61,198,42.02127659574468,219,548,47.16981132075472,Albany NY,129,74.56647398843931,158,1060,501,349,500,173,30.80808080808081,376,31
1108,39.81395348837209,63.78378378378378,119,385,36.170212765957444,428,1075,47.76119402985075,Alcorn St,256,66.49350649350649,51,469,185,118,224,385,30.90909090909091,141,28
1109,0.0,0.0,0,0,0.0,0,0,0.0,Alliant Intl,0,0.0,0,0,0,0,0,0,0.0,0,0
1110,38.62660944206009,71.37546468401487,89,288,38.38383838383838,360,932,46.02184087363494,American Univ,183,66.78832116788321,76,641,269,192,295,274,30.90277777777778,198,29
1111,40.369967355821544,73.04964539007092,139,399,35.80246913580247,371,919,44.39252336448598,Appalachian St,164,68.61924686192468,87,642,282,206,285,239,34.83709273182957,243,28
1112,44.12171507607192,70.86247086247086,51,151,30.337078651685392,319,723,44.285714285714285,Arizona,133,68.2051282051282,81,1190,429,304,527,195,33.77483443708609,267,31
1113,41.576673866090715,75.09727626459144,89,261,43.94904458598726,385,926,45.45454545454545,Arizona St,217,69.7749196141479,69,594,257,193,270,311,34.099616858237546,157,28
1114,39.17396745932415,69.5187165775401,72,245,35.507246376811594,313,799,43.18840579710145,Ark Little Rock,191,67.49116607773851,49,690,374,260,298,283,29.387755102040817,138,28
1115,38.02024746906637,69.33333333333333,80,266,32.31707317073171,338,889,42.62820512820513,Ark Pine Bluff,159,65.70247933884298,53,624,225,156,266,242,30.075187969924812,164,27
1116,42.3728813559322,69.90291262135922,51,165,35.39325842696629,225,531,47.41858617950754,Arkansas,123,67.95580110497238,126,1259,515,360,597,181,30.90909090909091,356,31
1117,45.89178356713427,72.72727272727273,104,305,40.14598540145985,458,998,48.04270462633452,Arkansas St,230,61.170212765957444,55,562,231,168,270,376,34.09836065573771,137,28
1118,0.0,0.0,0,0,0.0,0,0,0.0,Armstrong St,0,0.0,0,0,0,0,0,0,0.0,0,0
1119,38.22429906542056,69.49152542372882,112,338,43.10344827586207,409,1070,47.183098591549296,Army,232,68.8427299703264,25,142,59,41,67,337,33.13609467455621,58,25
1120,41.142857142857146,65.81818181818181,106,316,38.427947598253276,360,875,46.37223974763407,Auburn,153,60.23622047244095,88,634,275,181,294,254,33.54430379746835,229,28
1121,0.0,0.0,0,0,0.0,0,0,0.0,Augusta,0,0.0,0,0,0,0,0,0,0.0,0,0
1122,41.7989417989418,74.61538461538461,59,208,37.0,316,756,48.59307359307359,Austin Peay,237,74.76340694006309,111,924,390,291,449,317,28.365384615384617,300,31
1123,41.42705005324814,68.42105263157895,91,262,38.52459016393443,389,939,45.21531100478469,Ball St,215,64.75903614457832,47,418,171,117,189,332,34.732824427480914,122,26
1124,36.5606936416185,72.82608695652173,99,274,40.69767441860465,253,692,49.35064935064935,Baylor,139,67.47572815533981,35,231,92,67,114,206,36.13138686131387,86,17
1125,45.439189189189186,71.875,60,206,42.184154175588866,269,592,52.31164383561644,Belmont,116,63.73626373626374,197,1168,448,322,611,182,29.12621359223301,467,30
1126,37.47016706443914,63.96396396396396,79,281,37.80487804878049,314,838,46.83393070489845,Bethune-Cookman,165,58.718861209964416,93,837,333,213,392,281,28.11387900355872,246,30
1127,36.118598382749326,78.30188679245283,73,261,32.21884498480243,268,742,40.0,Binghamton,152,68.16143497757848,106,870,318,249,348,223,27.96934865900383,329,29
1128,38.949671772428886,67.95580110497238,52,183,40.90909090909091,178,457,48.97959183673469,Birmingham So,126,67.37967914438502,144,833,362,246,408,187,28.415300546448087,352,26
1129,41.935483870967744,75.27272727272727,112,329,39.42652329749104,377,899,46.48275862068966,Boise St,156,66.10169491525424,110,725,275,207,337,236,34.04255319148936,279,28
1130,45.38461538461539,68.9430894308943,39,112,37.96526054590571,177,390,49.9625468164794,Boston College,81,59.12408759124087,153,1335,615,424,667,137,34.82142857142857,403,32
1131,38.33943833943834,70.99567099567099,71,258,41.145833333333336,314,819,44.285714285714285,Boston Univ,150,61.72839506172839,79,630,231,164,279,243,27.51937984496124,192,28
1132,42.69662921348315,74.86338797814207,153,407,37.1900826446281,456,1068,44.47674418604651,Bowling Green,259,70.57220708446866,45,344,183,137,153,367,37.59213759213759,121,28
1133,40.229885057471265,74.39613526570048,55,203,36.721311475409834,245,609,46.66088464874241,Bradley,105,65.21739130434783,112,1153,414,308,538,161,27.0935960591133,305,30
1134,0.0,0.0,0,0,0.0,0,0,0.0,Brooklyn,0,0.0,0,0,0,0,0,0,0.0,0,0
1135,37.36654804270463,66.18705035971223,78,321,36.18421052631579,315,843,48.52320675105485,Brown,206,65.814696485623,55,474,278,184,230,313,24.299065420560748,152,27
1136,0.0,0.0,0,0,0.0,0,0,0.0,Bryant,0,0.0,0,0,0,0,0,0,0.0,0,0
1137,39.03508771929825,69.1743119266055,24,78,40.37433155080214,89,228,48.65319865319865,Bucknell,37,68.51851851851852,151,1188,545,377,578,54,30.76923076923077,374,29
1138,40.42838018741633,77.46478873239437,81,251,40.53156146179402,302,747,46.137339055793994,Buffalo,224,72.25806451612904,122,932,426,330,430,310,32.27091633466136,301,31
1139,42.58160237388724,70.3804347826087,117,315,40.48780487804878,287,674,48.77005347593583,Butler,110,68.75,166,935,368,259,456,160,37.142857142857146,410,31
1140,40.51724137931034,72.97921478060046,53,154,41.44144144144144,188,464,48.2174688057041,BYU,112,70.88607594936708,138,1122,433,316,541,158,34.41558441558441,333,27
1141,39.52730236348818,73.25581395348837,114,407,36.0655737704918,485,1227,45.751633986928105,C Michigan,283,66.74528301886792,22,153,86,63,70,424,28.00982800982801,61,27
1142,40.50632911392405,67.97385620915033,143,400,35.26315789473684,416,1027,43.851508120649655,Cal Poly SLO,224,70.44025157232704,67,431,153,104,189,318,35.75,190,27
1143,40.76923076923077,75.14450867052022,50,154,40.42553191489362,212,520,47.041707080504366,California,128,68.44919786096257,114,1031,519,390,485,187,32.467532467532465,282,30
1144,42.48530646515533,65.1639344262295,172,512,37.81818181818182,506,1191,46.59442724458204,Campbell,270,63.231850117096016,104,646,244,159,301,427,33.59375,275,28
1145,42.63565891472868,74.4186046511628,119,375,40.331491712707184,495,1161,51.6260162601626,Canisius,232,71.38461538461539,73,492,172,128,254,325,31.733333333333334,181,29
1146,0.0,0.0,0,0,0.0,0,0,0.0,Cent Arkansas,0,0.0,0,0,0,0,0,0,0.0,0,0
1147,42.514011208967176,69.84126984126983,148,404,34.69387755102041,531,1249,51.282051282051285,Centenary,281,71.31979695431473,17,156,63,44,80,394,36.633663366336634,49,26
1148,39.32253313696613,75.74257425742574,77,237,42.38227146814405,267,679,48.042328042328045,Central Conn,124,64.58333333333333,153,945,404,306,454,192,32.48945147679325,361,29
1149,38.190364277320796,67.81115879828326,84,294,39.351851851851855,325,851,45.293072824156305,Charleston So,196,67.35395189003437,85,563,233,158,255,291,28.571428571428573,216,25
1150,35.026737967914436,67.17948717948718,91,299,41.75,262,748,44.1699604743083,Charlotte,139,60.43478260869565,167,1012,390,262,447,230,30.434782608695652,400,30
1151,40.226628895184135,64.77832512315271,67,243,36.15384615384615,284,706,46.61746617466174,Chattanooga,191,65.86206896551724,94,813,406,263,379,290,27.57201646090535,260,28
1152,39.33092224231465,70.58823529411765,128,374,41.75824175824176,435,1106,45.54455445544554,Chicago St,230,67.44868035190616,76,606,289,204,276,341,34.224598930481285,182,30
1153,37.28129205921938,78.13333333333334,68,233,34.161490683229815,277,743,45.991189427312776,Cincinnati,153,70.18348623853211,110,1135,375,293,522,218,29.184549356223176,322,30
1154,35.79212070410729,62.11180124223603,127,448,40.0,427,1193,48.07692307692308,Citadel,265,63.39712918660287,42,312,161,100,150,418,28.348214285714285,105,27
1155,39.368998628257884,60.879629629629626,79,273,32.914572864321606,287,729,45.904761904761905,Clemson,129,62.01923076923077,131,1050,432,263,482,208,28.937728937728938,398,29
1156,39.50143815915628,67.05882352941177,105,331,33.87096774193548,412,1043,39.56043956043956,Cleveland St,198,62.264150943396224,42,455,170,114,180,318,31.72205438066465,124,26
1157,40.298507462686565,76.26582278481013,73,229,37.46031746031746,216,536,48.717948717948715,Coastal Car,100,72.99270072992701,118,858,316,241,418,137,31.87772925764192,315,26
1158,39.301310043668124,65.99423631123919,64,225,32.20338983050848,270,687,47.218934911242606,Col Charleston,152,66.37554585152839,76,845,347,229,399,229,28.444444444444443,236,26
1159,38.25025432349949,72.98578199052133,118,379,37.76223776223776,376,983,45.348837209302324,Colgate,150,64.1025641025641,54,430,211,154,195,234,31.13456464379947,143,28
1160,37.12255772646537,67.86570743405275,71,223,35.947712418300654,209,563,46.27782041442824,Colorado,101,60.11904761904762,165,1303,417,283,603,168,31.838565022421523,459,29
1161,46.38783269961977,68.36158192090396,82,233,42.07920792079208,366,789,50.41208791208791,Colorado St,230,79.03780068728523,85,728,354,242,367,291,35.1931330472103,202,29
