24	4.8
23	5.0
24	5.0
42	4.0
57	4.2
53	4.0
47	3.46153846154
45	3.5
35	3.0
26	3.0
30	3.0
24	4.66666666667
30	5.0
29	5.0
26	3.0
53	3.0
45	2.0
23	4.0
21	5.0
22	1.0
27	4.8
49	4.5
27	3.0
31	5.0
32	3.0
51	4.5
24	4.5
27	4.0
48	4.0
24	3.0
39	3.0
20	4.0
26	2.0
39	5.0
50	1.0
51	3.5
47	3.5
43	5.0
60	4.5
32	3.5
26	4.75
31	2.5
25	5.0
43	5.0
27	2.0
61	3.0
31	4.25
40	4.0
21	5.0
32	4.0
54	4.0
48	4.0
30	1.0
28	5.0
24	4.0
20	4.0
59	3.0
51	4.0
49	1.0
53	4.4
45	4.5
38	4.0
25	4.0
27	5.0
50	1.0
37	1.5
48	3.0
26	1.15384615385
36	3.0
37	3.4
53	3.0
26	4.0
32	4.0
42	4.0
42	4.0
49	4.0
21	5.0
30	3.0
40	2.0
27	3.0
52	5.0
14	1.0
39	3.0
33	4.5
49	3.0
33	5.0
26	4.5
19	4.33333333333
29	5.0
28	4.0
45	3.66666666667
38	5.0
60	2.85714285714
37	4.0
39	4.75
33	4.0
28	2.0
19	1.0
28	4.0
25	5.0
29	5.0
28	3.0
42	4.0
44	1.0
17	2.0
36	4.0
24	4.0
31	4.75
51	3.66666666667
33	4.0
21	3.5
33	1.75
27	4.0
34	4.0
19	5.0
35	4.5
24	5.0
31	5.0
43	4.66666666667
29	4.0
44	4.0
29	3.5
19	3.6
23	5.0
25	3.33333333333
60	4.4
37	5.0
32	4.5
48	4.5
31	4.0
43	4.0
49	3.66666666667
20	4.5
21	3.0
48	2.33333333333
41	3.5
22	3.85714285714
51	4.0
35	5.0
33	3.5
32	4.5
35	5.0
25	5.0
43	3.0
30	5.0
28	5.0
34	1.0
68	3.5
29	3.5
25	4.0
32	4.0
51	4.0
22	4.0
20	2.0
29	5.0
18	5.0
24	5.0
36	5.0
35	4.0
44	4.0
32	4.0
33	3.5
45	3.0
36	3.75
33	4.0
44	4.0
23	4.0
52	4.0
19	2.5
25	3.0
46	1.0
30	4.0
22	1.4375
52	4.25
48	2.0
25	5.0
20	3.5
27	2.0
36	3.0
19	3.0
27	3.33333333333
24	3.0
27	4.0
35	3.0
21	2.5
30	5.0
23	3.5
23	3.0
35	2.5
16	2.66666666667
35	5.0
18	4.0
57	4.0
24	4.0
33	5.0
47	4.25
44	3.5
48	4.0
32	3.0
29	5.0
24	2.75
29	4.0
51	4.0
29	3.5
30	4.0
39	4.66666666667
22	2.0
55	5.0
29	3.5
22	4.0
20	3.0
26	4.0
40	4.0
46	2.0
27	3.0
27	4.0
49	5.0
19	4.0
36	4.0
50	4.66666666667
56	2.66666666667
30	5.0
33	5.0
20	4.0
43	3.66666666667
45	4.0
36	3.2
19	4.0
21	5.0
35	4.5
56	4.0
69	2.0
32	4.0
23	3.0
20	3.5
24	4.5
39	2.0
34	2.0
51	4.0
56	2.0
36	5.0
37	4.0
69	4.0
18	5.0
50	4.0
57	3.5
18	4.875
25	5.0
19	5.0
39	5.0
28	4.5
49	4.0
54	3.0
38	3.5
27	4.5
39	2.5
47	5.0
30	3.0
42	2.5
39	4.0
27	4.5
17	4.0
42	3.5
31	1.5
50	3.1
33	3.0
26	2.0
28	4.0
55	3.0
44	3.75
23	3.0
28	4.0
32	3.0
43	3.5
60	4.0
25	1.0
17	4.0
56	3.16666666667
26	3.0
22	4.0
36	5.0
24	5.0
41	1.0
44	3.5
29	4.0
30	4.0
25	4.0
19	4.5
28	4.0
33	3.0
60	3.0
27	5.0
27	5.0
31	4.0
28	5.0
20	4.0
30	4.0
21	2.5
51	3.0
22	5.0
32	5.0
32	3.0
39	3.0
27	4.4
41	4.0
37	5.0
27	5.0
34	4.0
44	4.0
38	4.0
39	4.0
45	5.0
35	3.0
64	2.0
27	5.0
29	3.0
46	4.0
18	4.0
29	3.33333333333
17	3.0
27	5.0
25	5.0
24	5.0
22	3.33333333333
31	3.0
24	5.0
41	5.0
50	1.0
13	3.0
49	4.0
20	4.0
14	5.0
41	4.0
24	4.0
32	3.0
47	4.0
28	3.5
32	4.0
28	4.5
25	5.0
44	4.0
27	5.0
40	4.0
25	4.0
29	4.0
21	5.0
44	3.0
60	1.0
58	4.25
61	3.0
24	4.0
48	4.0
