id,pred
2016_1112_1114,0.85028863306070801
2016_1112_1122,0.96616021759690041
2016_1112_1124,0.42563445544405809
2016_1112_1138,0.88222970492771557
2016_1112_1139,0.49498511095888087
2016_1112_1143,0.60329459758729942
2016_1112_1151,0.86789269090073384
2016_1112_1153,0.54301529047535468
2016_1112_1160,0.68777282470408418
2016_1112_1163,0.55147666880241153
2016_1112_1167,0.93108815447078142
2016_1112_1173,0.64742876820628203
2016_1112_1181,0.38398208714118143
2016_1112_1192,0.97301547094749341
2016_1112_1195,0.93895608371068662
2016_1112_1201,0.73601377448282446
2016_1112_1211,0.53698957867043784
2016_1112_1214,0.95705392349615981
2016_1112_1218,0.77330530750320925
2016_1112_1221,0.96742767938158258
2016_1112_1231,0.47239238745075984
2016_1112_1233,0.81340831059400509
2016_1112_1234,0.57369546467186194
2016_1112_1235,0.5633729971718151
2016_1112_1242,0.33273577567510026
2016_1112_1246,0.36564051812758924
2016_1112_1268,0.46375780248715792
2016_1112_1274,0.45901083035245993
2016_1112_1276,0.66604456312308946
2016_1112_1277,0.30900707549863271
2016_1112_1292,0.86684918194039473
2016_1112_1314,0.34198719479456852
2016_1112_1320,0.72717742971265487
2016_1112_1323,0.55818976486392369
2016_1112_1328,0.45784154006899225
2016_1112_1332,0.41136070188356555
2016_1112_1333,0.75653495094581857
2016_1112_1338,0.57682934976243483
2016_1112_1344,0.56292411916105911
2016_1112_1345,0.47369028775656863
2016_1112_1355,0.794288325486882
2016_1112_1371,0.57073003944589507
2016_1112_1372,0.73444834661453706
2016_1112_1380,0.97349045252954924
2016_1112_1386,0.68174255789610161
2016_1112_1392,0.86288994067364322
2016_1112_1393,0.66181867320338394
2016_1112_1396,0.70842763353319027
2016_1112_1400,0.59917659638045118
2016_1112_1401,0.50500401661959193
2016_1112_1403,0.74136800851077733
2016_1112_1409,0.73683578115723614
2016_1112_1421,0.95100042215506997
2016_1112_1423,0.80931205282359797
2016_1112_1425,0.74445142793736974
2016_1112_1428,0.50750601962157726
2016_1112_1433,0.62609622575130508
2016_1112_1435,0.64867063381829337
2016_1112_1437,0.32705309478536138
2016_1112_1438,0.3296876713852871
2016_1112_1451,0.91399845365698029
2016_1112_1452,0.36250878762349137
2016_1112_1453,0.83969561089455447
2016_1112_1455,0.59589730579904443
2016_1112_1458,0.53070159509002202
2016_1112_1462,0.41215066242190224
2016_1112_1463,0.81729596069687716
2016_1114_1122,0.82387976829080833
2016_1114_1124,0.10827147602421594
2016_1114_1138,0.55104195841017134
2016_1114_1139,0.13836995189206547
2016_1114_1143,0.19946792125459978
2016_1114_1151,0.51839636137674128
2016_1114_1153,0.16296269697430921
2016_1114_1160,0.26520131942493697
2016_1114_1163,0.16767491313277016
2016_1114_1167,0.68883769321635158
2016_1114_1173,0.2312833661569752
2016_1114_1181,0.092665495307447832
2016_1114_1192,0.85523956468089346
2016_1114_1195,0.71592564620065602
2016_1114_1201,0.31356971563850156
2016_1114_1211,0.1596807007809169
2016_1114_1214,0.78500571981412748
2016_1114_1218,0.35852655174813819
2016_1114_1221,0.82953607995544931
2016_1114_1231,0.12793097223999417
2016_1114_1233,0.41665398760992589
2016_1114_1234,0.18065884659831544
2016_1114_1235,0.17451329551782002
2016_1114_1242,0.075531285668852477
2016_1114_1246,0.086289961819359107
2016_1114_1268,0.12411151097457174
2016_1114_1274,0.12204984261435914
2016_1114_1276,0.24629225197690385
2016_1114_1277,0.068268242500662879
2016_1114_1292,0.51613132194308053
2016_1114_1314,0.078472385346519125
2016_1114_1320,0.30396528942713064
2016_1114_1323,0.17150244896035516
2016_1114_1328,0.12154607600308098
2016_1114_1332,0.10273687855752967
2016_1114_1333,0.33736485575232866
2016_1114_1338,0.18256517834425789
2016_1114_1344,0.17425060025031602
2016_1114_1345,0.12851298657339527
2016_1114_1355,0.38749269150797538
2016_1114_1371,0.17887258588124078
2016_1114_1372,0.31184140916331393
2016_1114_1380,0.85748399503372841
2016_1114_1386,0.25979325738398718
2016_1114_1392,0.5076664825301842
2016_1114_1393,0.24279336082875391
2016_1114_1396,0.28473886981227825
2016_1114_1400,0.19673936124524549
2016_1114_1401,0.14321768564935367
2016_1114_1403,0.31957102582342645
