Id,Pred
2016_1112_1114,0.675725600337
2016_1112_1122,0.997810057839
2016_1112_1124,0.709493325294
2016_1112_1138,0.964635058015
2016_1112_1139,0.854231198582
2016_1112_1143,0.807864872354
2016_1112_1151,0.777170165668
2016_1112_1153,0.784687937502
2016_1112_1160,0.787361080624
2016_1112_1163,0.770812849284
2016_1112_1167,0.944688919176
2016_1112_1173,0.53665773226
2016_1112_1181,0.586184474284
2016_1112_1192,0.998206090359
2016_1112_1195,0.996703298605
2016_1112_1201,0.96174375521
2016_1112_1211,0.759522899586
2016_1112_1214,0.989193550461
2016_1112_1218,0.807739372451
2016_1112_1221,0.999222826163
2016_1112_1231,0.583367179036
2016_1112_1233,0.983473871411
2016_1112_1234,0.414710941503
2016_1112_1235,0.613634395706
2016_1112_1242,0.20485446295
2016_1112_1246,0.464681665368
2016_1112_1268,0.378545652886
2016_1112_1274,0.351530093027
2016_1112_1276,0.751594295905
2016_1112_1277,0.290624191282
2016_1112_1292,0.941849195039
2016_1112_1314,0.440405996121
2016_1112_1320,0.951064961796
2016_1112_1323,0.771026138316
2016_1112_1328,0.267461690561
2016_1112_1332,0.492614469619
2016_1112_1333,0.804488540677
2016_1112_1338,0.829279416982
2016_1112_1344,0.749788275727
2016_1112_1345,0.620454704323
2016_1112_1355,0.902473218574
2016_1112_1371,0.783333621159
2016_1112_1372,0.881096794218
2016_1112_1380,0.989879044008
2016_1112_1386,0.599101210768
2016_1112_1392,0.753304769728
2016_1112_1393,0.717098188949
2016_1112_1396,0.822279631219
2016_1112_1400,0.608949682911
2016_1112_1401,0.621242816226
2016_1112_1403,0.687339340018
2016_1112_1409,0.809180727391
2016_1112_1421,0.976391796282
2016_1112_1423,0.869112135726
2016_1112_1425,0.702297570782
2016_1112_1428,0.6094769787
2016_1112_1433,0.838455714829
2016_1112_1435,0.821604581429
2016_1112_1437,0.196080176104
2016_1112_1438,0.330992968519
2016_1112_1451,0.979591672423
2016_1112_1452,0.339883561768
2016_1112_1453,0.980708411758
2016_1112_1455,0.745867101689
2016_1112_1458,0.802800737788
2016_1112_1462,0.309862394199
2016_1112_1463,0.755340557326
2016_1114_1122,0.995447386448
2016_1114_1124,0.539598778147
2016_1114_1138,0.929026576403
2016_1114_1139,0.737687366033
2016_1114_1143,0.668630801831
2016_1114_1151,0.625990481321
2016_1114_1153,0.636221283218
2016_1114_1160,0.639891770456
2016_1114_1163,0.617443137661
2016_1114_1167,0.891260865939
2016_1114_1173,0.357254023755
2016_1114_1181,0.404684745005
2016_1114_1192,0.996269090506
2016_1114_1195,0.993154765102
2016_1114_1201,0.923455068166
2016_1114_1211,0.602494219966
2016_1114_1214,0.977742120482
2016_1114_1218,0.668451680412
2016_1114_1221,0.998381881864
2016_1114_1231,0.401892583125
2016_1114_1233,0.96616867833
2016_1114_1234,0.25374811322
2016_1114_1235,0.432518810269
2016_1114_1242,0.110031206241
2016_1114_1246,0.294068387779
2016_1114_1268,0.226194941592
2016_1114_1274,0.206440336368
2016_1114_1276,0.592168315048
2016_1114_1277,0.164303325269
2016_1114_1292,0.886009084044
2016_1114_1314,0.274141337016
2016_1114_1320,0.903164556823
2016_1114_1323,0.617728372587
2016_1114_1328,0.149092526055
2016_1114_1332,0.317834546085
2016_1114_1333,0.663825896939
2016_1114_1338,0.699797117904
2016_1114_1344,0.58983574636
2016_1114_1345,0.439616565321
2016_1114_1355,0.81620056607
2016_1114_1371,0.634368247824
2016_1114_1372,0.78051339839
2016_1114_1380,0.979138701757
2016_1114_1386,0.41763842864
2016_1114_1392,0.594384124014
2016_1114_1393,0.548822907596
2016_1114_1396,0.689476313706
2016_1114_1400,0.427686221559
2016_1114_1401,0.440441532077
2016_1114_1403,0.513374973159
2016_1114_1409,0.670511304633
2016_1114_1421,0.952032371585
2016_1114_1423,0.761138997876
2016_1114_1425,0.530976718871
2016_1114_1428,0.428228439724
2016_1114_1433,0.713528932541
2016_1114_1435,0.688487927194
2016_1114_1437,0.104783158489
2016_1114_1438,0.191871617506
2016_1114_1451,0.958393250568
2016_1114_1452,0.198132059741
2016_1114_1453,0.960623335566
2016_1114_1455,0.584795993872
2016_1114_1458,0.661434822725
2016_1114_1462,0.177269180432
2016_1114_1463,0.597029819616
2016_1122_1124,0.00533157225504
2016_1122_1138,0.0564838384975
2016_1122_1139,0.0126982975489
2016_1122_1143,0.00914381317619
2016_1122_1151,0.0075965398464
2016_1122_1153,0.00793511926524
2016_1122_1160,0.008061220926
2016_1122_1163,0.00732739299885
2016_1122_1167,0.0361309578704
2016_1122_1173,0.00253558194663
2016_1122_1181,0.00309930414688
2016_1122_1192,0.549802948772
2016_1122_1195,0.398874461129
2016_1122_1201,0.0522898432302
2016_1122_1211,0.00688417363844
2016_1122_1214,0.16729218522
2016_1122_1218,0.00913649242766
2016_1122_1221,0.738344395702
2016_1122_1231,0.00306366098721
2016_1122_1233,0.115521718108
2016_1122_1234,0.00155269089586
2016_1122_1235,0.00347363991438
2016_1122_1242,0.000565116613722
2016_1122_1246,0.00190152298434
2016_1122_1268,0.00133509935671
2016_1122_1274,0.00118834092174
2016_1122_1276,0.00659678363942
2016_1122_1277,0.000898358802391
2016_1122_1292,0.0343273546369
2016_1122_1314,0.00172431034389
2016_1122_1320,0.0409104427945
2016_1122_1323,0.00733618292742
2016_1122_1328,0.000800696874715
2016_1122_1332,0.00212632389605
2016_1122_1333,0.0089501009522
2016_1122_1338,0.0105485858534
2016_1122_1344,0.00653384508211
2016_1122_1345,0.00357499840427
2016_1122_1355,0.0199050534573
2016_1122_1371,0.00787240698319
2016_1122_1372,0.0160032608361
2016_1122_1380,0.176722419905
2016_1122_1386,0.0032690995245
2016_1122_1392,0.00665723465169
2016_1122_1393,0.00553245993434
2016_1122_1396,0.0100526185927
2016_1122_1400,0.00340605594836
2016_1122_1401,0.00358694467047
2016_1122_1403,0.00480167063663
2016_1122_1409,0.00922114373718
2016_1122_1421,0.083217077529
2016_1122_1423,0.0143640769798
2016_1122_1425,0.00515087224823
2016_1122_1428,0.00341358244713
2016_1122_1433,0.0112629999985
2016_1122_1435,0.0100068208593
2016_1122_1437,0.000535024041246
2016_1122_1438,0.00108467973624
2016_1122_1451,0.0953067748482
2016_1122_1452,0.00112876591517
2016_1122_1453,0.100373469976
2016_1122_1455,0.00640024802506
2016_1122_1458,0.00885572499086
2016_1122_1462,0.000984442145682
2016_1122_1463,0.00673027466242
2016_1124_1138,0.917821131071
2016_1124_1139,0.70583808661
2016_1124_1143,0.632573090006
2016_1124_1151,0.588150866232
2016_1124_1153,0.598753283485
2016_1124_1160,0.602565659917
2016_1124_1163,0.579319901558
2016_1124_1167,0.874895809022
2016_1124_1173,0.321686950898
2016_1124_1181,0.36709253342
