,GameCount,LscoreAvg,WscoreAvg,Team_Name
1101,0,0.0,0.0,Abilene Chr
1102,28,28.892857142857142,40.035714285714285,Air Force
1103,31,12.903225806451612,59.03225806451613,Akron
1104,32,22.90625,39.6875,Alabama
1105,29,40.275862068965516,21.310344827586206,Alabama A&M
1106,31,41.70967741935484,19.774193548387096,Alabama St
1107,34,17.323529411764707,47.088235294117645,Albany NY
1108,32,39.46875,19.65625,Alcorn St
1109,0,0.0,0.0,Alliant Intl
1110,30,35.63333333333333,22.2,American Univ
1111,29,37.06896551724138,33.758620689655174,Appalachian St
1112,32,14.90625,58.375,Arizona
1113,33,23.666666666666668,47.333333333333336,Arizona St
1114,31,28.774193548387096,36.903225806451616,Ark Little Rock
1115,30,24.9,37.766666666666666,Ark Pine Bluff
1116,32,25.3125,48.375,Arkansas
1117,30,24.466666666666665,43.9,Arkansas St
1118,0,0.0,0.0,Armstrong St
1119,30,32.766666666666666,39.06666666666667,Army
1120,32,45.375,19.4375,Auburn
1121,0,0.0,0.0,Augusta
1122,29,53.310344827586206,16.413793103448278,Austin Peay
1123,29,29.724137931034484,35.13793103448276,Ball St
1124,31,30.612903225806452,42.74193548387097,Baylor
1125,30,13.4,63.5,Belmont
1126,32,37.78125,27.71875,Bethune-Cookman
1127,29,51.06896551724138,4.103448275862069,Binghamton
1128,0,0.0,0.0,Birmingham So
1129,29,22.0,49.06896551724138,Boise St
1130,33,32.72727272727273,34.39393939393939,Boston College
1131,29,25.06896551724138,42.93103448275862,Boston Univ
1132,30,39.0,23.633333333333333,Bowling Green
1133,32,30.09375,36.84375,Bradley
1134,0,0.0,0.0,Brooklyn
1135,27,32.111111111111114,30.0,Brown
1136,30,24.166666666666668,49.93333333333333,Bryant
1137,32,9.75,57.5,Bucknell
1138,32,38.78125,27.3125,Buffalo
1139,33,13.787878787878787,54.63636363636363,Butler
1140,31,23.93548387096774,51.96774193548387,BYU
1141,30,44.3,22.9,C Michigan
1142,29,26.620689655172413,38.275862068965516,Cal Poly SLO
1143,31,22.580645161290324,44.96774193548387,California
1144,30,39.5,28.966666666666665,Campbell
1145,31,28.451612903225808,44.54838709677419,Canisius
1146,28,40.857142857142854,33.392857142857146,Cent Arkansas
1147,0,0.0,0.0,Centenary
1148,30,38.46666666666667,34.4,Central Conn
1149,28,26.321428571428573,44.357142857142854,Charleston So
1150,32,21.875,45.71875,Charlotte
1151,30,39.7,27.7,Chattanooga
1152,28,45.642857142857146,17.035714285714285,Chicago St
1153,33,17.545454545454547,49.09090909090909,Cincinnati
1154,28,47.214285714285715,16.25,Citadel
1155,31,32.32258064516129,29.193548387096776,Clemson
1156,29,34.96551724137931,27.93103448275862,Cleveland St
1157,26,35.57692307692308,29.307692307692307,Coastal Car
1158,33,14.545454545454545,51.24242424242424,Col Charleston
1159,32,38.125,25.40625,Colgate
1160,32,21.28125,46.875,Colorado
1161,31,16.774193548387096,55.483870967741936,Colorado St
1162,26,36.11538461538461,25.307692307692307,Columbia
1163,30,21.033333333333335,48.833333333333336,Connecticut
1164,31,46.83870967741935,15.64516129032258,Coppin St
1165,30,35.06666666666667,29.5,Cornell
1166,34,13.294117647058824,62.088235294117645,Creighton
1167,26,37.15384615384615,28.192307692307693,CS Bakersfield
1168,30,41.46666666666667,33.8,CS Fullerton
1169,29,40.3448275862069,32.758620689655174,CS Northridge
1170,27,33.2962962962963,29.77777777777778,CS Sacramento
1171,27,40.592592592592595,20.11111111111111,Dartmouth
1172,32,14.0625,59.03125,Davidson
1173,31,29.870967741935484,41.903225806451616,Dayton
1174,33,26.78787878787879,42.18181818181818,Delaware
1175,31,32.61290322580645,26.35483870967742,Delaware St
1176,30,17.033333333333335,48.4,Denver
1177,32,43.6875,27.6875,DePaul
1178,30,27.066666666666666,49.93333333333333,Detroit
1179,31,36.83870967741935,34.12903225806452,Drake
1180,31,36.16129032258065,26.838709677419356,Drexel
1181,32,11.3125,66.96875,Duke
1182,30,46.36666666666667,21.233333333333334,Duquesne
1183,31,35.74193548387097,24.806451612903224,E Illinois
1184,31,19.870967741935484,53.0,E Kentucky
1185,31,31.677419354838708,23.096774193548388,E Michigan
1186,31,44.32258064516129,24.903225806451612,E Washington
1187,26,32.84615384615385,42.11538461538461,East Carolina
1188,25,43.6,18.04,Edwardsville
1189,30,23.2,44.833333333333336,Elon
1190,31,40.516129032258064,20.774193548387096,ETSU
1191,31,28.258064516129032,38.67741935483871,Evansville
1192,31,48.67741935483871,16.93548387096774,F Dickinson
1193,34,24.61764705882353,35.705882352941174,Fairfield
1194,31,34.67741935483871,30.129032258064516,FL Atlantic
1195,32,22.1875,50.15625,FL Gulf Coast
1196,33,13.090909090909092,58.54545454545455,Florida
1197,29,48.62068965517241,14.10344827586207,Florida A&M
1198,32,27.8125,41.25,Florida Intl
1199,33,27.242424242424242,39.78787878787879,Florida St
1200,31,47.645161290322584,16.774193548387096,Fordham
1201,28,38.607142857142854,19.428571428571427,Fresno St
1202,29,46.48275862068966,12.241379310344827,Furman
1203,30,34.3,31.966666666666665,G Washington
1204,31,34.806451612903224,25.967741935483872,Ga Southern
1205,30,23.6,40.96666666666667,Gardner Webb
1206,32,29.09375,37.65625,George Mason
1207,31,10.806451612903226,53.774193548387096,Georgetown
1208,32,30.8125,30.0,Georgia
1209,30,34.53333333333333,33.06666666666667,Georgia St
1210,31,28.870967741935484,35.41935483870968,Georgia Tech
1211,32,4.28125,72.53125,Gonzaga
1212,28,49.67857142857143,0.0,Grambling
1213,0,0.0,0.0,Grand Canyon
1214,31,32.29032258064516,30.161290322580644,Hampton
1215,0,0.0,0.0,Hardin-Simmons
1216,30,24.3,36.0,Hartford
1217,27,20.51851851851852,48.407407407407405,Harvard
1218,30,30.966666666666665,41.266666666666666,Hawaii
1219,28,28.714285714285715,41.214285714285715,High Point
1220,31,44.29032258064516,13.741935483870968,Hofstra
1221,30,33.833333333333336,27.3,Holy Cross
1222,30,28.633333333333333,48.53333333333333,Houston
1223,28,34.464285714285715,26.464285714285715,Houston Bap
1224,29,39.06896551724138,12.206896551724139,Howard
1225,29,39.310344827586206,28.24137931034483,Idaho
1226,29,44.172413793103445,12.379310344827585,Idaho St
1227,31,28.516129032258064,33.54838709677419,IL Chicago
1228,33,22.454545454545453,46.18181818181818,Illinois
1229,33,30.393939393939394,44.15151515151515,Illinois St
1230,0,0.0,0.0,Incarnate Word
1231,33,12.242424242424242,67.75757575757575,Indiana
1232,31,28.161290322580644,37.54838709677419,Indiana St
1233,33,30.424242424242426,50.27272727272727,Iona
1234,33,23.12121212121212,47.24242424242424,Iowa
1235,33,24.87878787878788,54.75757575757576,Iowa St
1236,31,31.903225806451612,34.16129032258065,IPFW
