Id,Pred
2016_1112_1114,0.591667937143
2016_1112_1122,0.975329189847
2016_1112_1124,0.735684497278
2016_1112_1138,0.976631723796
2016_1112_1139,0.800459336158
2016_1112_1143,0.746264052942
2016_1112_1151,0.892803228229
2016_1112_1153,0.69913278154
2016_1112_1160,0.863916794473
2016_1112_1163,0.668223092842
2016_1112_1167,0.884450453094
2016_1112_1173,0.553473105621
2016_1112_1181,0.613432649608
2016_1112_1192,0.979266687255
2016_1112_1195,0.975242438636
2016_1112_1201,0.967032134499
2016_1112_1211,0.840925674168
2016_1112_1214,0.974649133409
2016_1112_1218,0.899109322979
2016_1112_1221,0.969971872606
2016_1112_1231,0.735641840806
2016_1112_1233,0.955456307674
2016_1112_1234,0.352954306723
2016_1112_1235,0.518789053892
2016_1112_1242,0.169701510256
2016_1112_1246,0.445922635893
2016_1112_1268,0.396214769765
2016_1112_1274,0.415193761367
2016_1112_1276,0.820233531216
2016_1112_1277,0.336389823849
2016_1112_1292,0.872504693917
2016_1112_1314,0.271366092834
2016_1112_1320,0.93452442646
2016_1112_1323,0.713494538888
2016_1112_1328,0.295657392971
2016_1112_1332,0.741344958645
2016_1112_1333,0.854319411782
2016_1112_1338,0.896094226585
2016_1112_1344,0.862546566056
2016_1112_1345,0.632830229935
2016_1112_1355,0.883074982605
2016_1112_1371,0.743564101667
2016_1112_1372,0.927486876147
2016_1112_1380,0.978610327662
2016_1112_1386,0.579124818872
2016_1112_1392,0.755011481551
2016_1112_1393,0.800112392264
2016_1112_1396,0.849450971192
2016_1112_1400,0.702496963677
2016_1112_1401,0.781575269799
2016_1112_1403,0.857758189014
2016_1112_1409,0.872740575921
2016_1112_1421,0.929900496668
2016_1112_1423,0.805473050231
2016_1112_1425,0.593490643837
2016_1112_1428,0.685731016176
2016_1112_1433,0.706276221756
2016_1112_1435,0.80202104141
2016_1112_1437,0.129780568116
2016_1112_1438,0.304056384662
2016_1112_1451,0.942653287576
2016_1112_1452,0.363024997238
2016_1112_1453,0.977892692005
2016_1112_1455,0.722863030377
2016_1112_1458,0.836493452691
2016_1112_1462,0.215850416108
2016_1112_1463,0.764551216356
2016_1114_1122,0.979048867971
2016_1114_1124,0.384867720158
2016_1114_1138,0.85665256222
2016_1114_1139,0.744109181886
2016_1114_1143,0.390442208418
2016_1114_1151,0.598253994781
2016_1114_1153,0.443723787765
2016_1114_1160,0.585469532018
2016_1114_1163,0.499505458656
2016_1114_1167,0.74468606712
2016_1114_1173,0.244917154511
2016_1114_1181,0.210636578219
2016_1114_1192,0.950988657049
2016_1114_1195,0.956213039086
2016_1114_1201,0.866376419369
2016_1114_1211,0.402463774687
2016_1114_1214,0.956558808219
2016_1114_1218,0.564138731852
2016_1114_1221,0.979280171642
2016_1114_1231,0.533454194446
2016_1114_1233,0.800547310735
2016_1114_1234,0.127608336539
2016_1114_1235,0.390188176376
2016_1114_1242,0.114819755893
2016_1114_1246,0.228416031205
2016_1114_1268,0.205018465786
2016_1114_1274,0.24956525106
2016_1114_1276,0.424361645916
2016_1114_1277,0.101083037453
2016_1114_1292,0.925516603303
2016_1114_1314,0.176856237853
2016_1114_1320,0.87453001463
2016_1114_1323,0.44707205526
2016_1114_1328,0.152246642518
2016_1114_1332,0.25619126991
2016_1114_1333,0.70121796739
2016_1114_1338,0.781547988346
2016_1114_1344,0.45296779216
2016_1114_1345,0.447772585267
2016_1114_1355,0.758439446372
2016_1114_1371,0.558856184482
2016_1114_1372,0.722752011231
2016_1114_1380,0.977764404772
2016_1114_1386,0.562114323309
2016_1114_1392,0.674784526814
2016_1114_1393,0.34358415069
2016_1114_1396,0.764077269251
2016_1114_1400,0.359701428578
2016_1114_1401,0.47240960582
2016_1114_1403,0.583600130731
2016_1114_1409,0.623267088174
2016_1114_1421,0.917836130064
2016_1114_1423,0.667428090886
2016_1114_1425,0.498242400518
2016_1114_1428,0.447040242233
2016_1114_1433,0.718943150124
2016_1114_1435,0.591562396277
2016_1114_1437,0.0847115519856
2016_1114_1438,0.129796879981
2016_1114_1451,0.835097095267
2016_1114_1452,0.122478332464
2016_1114_1453,0.865379196804
2016_1114_1455,0.605197352891
2016_1114_1458,0.375817579251
2016_1114_1462,0.429320528975
2016_1114_1463,0.694529815411
2016_1122_1124,0.0303512504829
2016_1122_1138,0.249730902534
2016_1122_1139,0.0348394556048
2016_1122_1143,0.0212791451697
2016_1122_1151,0.0211555203654
2016_1122_1153,0.0211831103807
2016_1122_1160,0.0344736644987
2016_1122_1163,0.0211348482922
2016_1122_1167,0.0366845325575
2016_1122_1173,0.020756227716
2016_1122_1181,0.0208001352103
2016_1122_1192,0.540879959456
2016_1122_1195,0.314180332363
2016_1122_1201,0.210341988489
2016_1122_1211,0.0211003601431
2016_1122_1214,0.136327148484
2016_1122_1218,0.0345589233405
2016_1122_1221,0.839721814062
2016_1122_1231,0.0301729648834
2016_1122_1233,0.0585522748939
2016_1122_1234,0.0206783635242
2016_1122_1235,0.0208301395947
2016_1122_1242,0.0206003522301
2016_1122_1246,0.0207059346474
2016_1122_1268,0.0206613017014
2016_1122_1274,0.030024674473
2016_1122_1276,0.0398262600005
2016_1122_1277,0.0206266286545
2016_1122_1292,0.12950839561
2016_1122_1314,0.0206919079113
2016_1122_1320,0.0464387982598
2016_1122_1323,0.215663313626
2016_1122_1328,0.0206189666573
2016_1122_1332,0.020723801771
2016_1122_1333,0.0212626838625
2016_1122_1338,0.0307634235286
2016_1122_1344,0.0398219354956
2016_1122_1345,0.0208381270895
2016_1122_1355,0.0221282320628
2016_1122_1371,0.0211784261196
2016_1122_1372,0.0218183775811
2016_1122_1380,0.249607033268
2016_1122_1386,0.0208143255327
2016_1122_1392,0.0210817765063
2016_1122_1393,0.030368429667
2016_1122_1396,0.0213491315483
2016_1122_1400,0.0208252213257
2016_1122_1401,0.0208394267604
2016_1122_1403,0.0209356089277
2016_1122_1409,0.0212850916991
2016_1122_1421,0.172150759764
2016_1122_1423,0.0295037792604
2016_1122_1425,0.020963315515
2016_1122_1428,0.0208257496462
2016_1122_1433,0.0214465122267
2016_1122_1435,0.0213471787177
2016_1122_1437,0.0299729129461
2016_1122_1438,0.0206413287258
2016_1122_1451,0.0436876737281
2016_1122_1452,0.0206448455692
2016_1122_1453,0.153174705864
2016_1122_1455,0.0210609960275
2016_1122_1458,0.0212563475509
2016_1122_1462,0.0300085798088
2016_1122_1463,0.0210877542389
2016_1124_1138,0.839377905753
2016_1124_1139,0.714729961664
2016_1124_1143,0.582189625411
2016_1124_1151,0.828924481024
2016_1124_1153,0.760005547973
