,GameCount,LscoreAvg,WscoreAvg,Team_Name
1101,0,0.0,0.0,Abilene Chr
1102,28,12.428571428571429,51.07142857142857,Air Force
1103,30,20.0,51.46666666666667,Akron
1104,29,26.20689655172414,43.758620689655174,Alabama
1105,23,34.34782608695652,39.608695652173914,Alabama A&M
1106,30,36.93333333333333,29.233333333333334,Alabama St
1107,31,20.258064516129032,48.61290322580645,Albany NY
1108,28,43.964285714285715,22.035714285714285,Alcorn St
1109,0,0.0,0.0,Alliant Intl
1110,29,34.206896551724135,29.586206896551722,American Univ
1111,28,37.32142857142857,30.821428571428573,Appalachian St
1112,31,26.516129032258064,46.41935483870968,Arizona
1113,28,38.42857142857143,28.642857142857142,Arizona St
1114,28,31.75,32.32142857142857,Ark Little Rock
1115,27,33.888888888888886,27.444444444444443,Ark Pine Bluff
1116,31,20.129032258064516,54.193548387096776,Arkansas
1117,28,44.642857142857146,27.25,Arkansas St
1118,0,0.0,0.0,Armstrong St
1119,25,46.48,8.0,Army
1120,28,34.964285714285715,30.607142857142858,Auburn
1121,0,0.0,0.0,Augusta
1122,31,29.93548387096774,41.935483870967744,Austin Peay
1123,26,41.69230769230769,20.846153846153847,Ball St
1124,17,43.76470588235294,19.41176470588235,Baylor
1125,30,23.8,58.03333333333333,Belmont
1126,30,29.066666666666666,36.333333333333336,Bethune-Cookman
1127,29,26.24137931034483,36.241379310344826,Binghamton
1128,26,20.53846153846154,46.38461538461539,Birmingham So
1129,28,36.5,35.392857142857146,Boise St
1130,32,14.8125,59.71875,Boston College
1131,28,30.321428571428573,28.607142857142858,Boston Univ
1132,28,47.285714285714285,17.428571428571427,Bowling Green
1133,30,21.666666666666668,49.86666666666667,Bradley
1134,0,0.0,0.0,Brooklyn
1135,27,33.851851851851855,25.88888888888889,Brown
1136,0,0.0,0.0,Bryant
1137,29,8.241379310344827,58.06896551724138,Bucknell
1138,31,29.322580645161292,42.32258064516129,Buffalo
1139,31,25.838709677419356,43.12903225806452,Butler
1140,27,20.037037037037038,56.888888888888886,BYU
1141,27,50.629629629629626,8.333333333333334,C Michigan
1142,27,44.407407407407405,20.333333333333332,Cal Poly SLO
1143,30,20.066666666666666,49.13333333333333,California
1144,28,51.92857142857143,30.892857142857142,Campbell
1145,29,46.241379310344826,24.448275862068964,Canisius
1146,0,0.0,0.0,Cent Arkansas
1147,26,57.34615384615385,8.5,Centenary
1148,29,25.344827586206897,47.13793103448276,Central Conn
1149,25,37.2,30.12,Charleston So
1150,30,25.133333333333333,44.1,Charlotte
1151,28,29.5,39.82142857142857,Chattanooga
1152,30,40.93333333333333,27.733333333333334,Chicago St
1153,30,25.833333333333332,48.233333333333334,Cincinnati
1154,27,46.148148148148145,16.37037037037037,Citadel
1155,29,26.96551724137931,46.827586206896555,Clemson
1156,26,43.34615384615385,19.846153846153847,Cleveland St
1157,26,23.26923076923077,45.96153846153846,Coastal Car
1158,26,29.076923076923077,42.42307692307692,Col Charleston
1159,28,36.42857142857143,21.357142857142858,Colgate
1160,29,20.344827586206897,57.03448275862069,Colorado
1161,29,36.0,36.58620689655172,Colorado St
1162,26,38.19230769230769,25.153846153846153,Columbia
1163,30,7.566666666666666,73.76666666666667,Connecticut
1164,30,35.6,28.366666666666667,Coppin St
1165,27,31.962962962962962,30.40740740740741,Cornell
1166,28,18.464285714285715,47.92857142857143,Creighton
1167,0,0.0,0.0,CS Bakersfield
1168,28,34.642857142857146,43.785714285714285,CS Fullerton
1169,27,41.48148148148148,27.74074074074074,CS Northridge
1170,28,37.892857142857146,37.42857142857143,CS Sacramento
1171,27,45.7037037037037,14.74074074074074,Dartmouth
1172,27,25.185185185185187,50.407407407407405,Davidson
1173,30,33.266666666666666,30.1,Dayton
1174,30,43.86666666666667,22.233333333333334,Delaware
1175,33,19.818181818181817,37.81818181818182,Delaware St
1176,31,30.161290322580644,36.29032258064516,Denver
1177,27,32.81481481481482,32.074074074074076,DePaul
1178,30,29.8,33.46666666666667,Detroit
1179,29,42.10344827586207,25.20689655172414,Drake
1180,31,31.806451612903224,30.451612903225808,Drexel
1181,33,7.090909090909091,75.42424242424242,Duke
1182,27,56.925925925925924,9.222222222222221,Duquesne
1183,27,44.111111111111114,15.11111111111111,E Illinois
1184,29,36.58620689655172,32.96551724137931,E Kentucky
1185,28,47.92857142857143,17.607142857142858,E Michigan
1186,29,35.758620689655174,37.827586206896555,E Washington
1187,26,44.38461538461539,16.384615384615383,East Carolina
1188,0,0.0,0.0,Edwardsville
1189,26,32.07692307692308,32.96153846153846,Elon
1190,28,33.607142857142854,47.964285714285715,ETSU
1191,29,41.275862068965516,24.06896551724138,Evansville
1192,30,25.133333333333333,48.333333333333336,F Dickinson
1193,28,46.107142857142854,25.964285714285715,Fairfield
1194,28,29.678571428571427,43.714285714285715,FL Atlantic
1195,0,0.0,0.0,FL Gulf Coast
1196,33,13.181818181818182,66.0909090909091,Florida
1197,30,33.9,32.7,Florida A&M
1198,27,44.407407407407405,16.88888888888889,Florida Intl
1199,28,23.321428571428573,54.07142857142857,Florida St
1200,32,30.65625,37.09375,Fordham
1201,28,30.0,43.82142857142857,Fresno St
1202,25,33.52,35.72,Furman
1203,28,3.9642857142857144,75.0,G Washington
1204,27,21.037037037037038,55.370370370370374,Ga Southern
1205,29,25.75862068965517,43.275862068965516,Gardner Webb
1206,30,14.066666666666666,55.333333333333336,George Mason
1207,30,17.4,49.266666666666666,Georgetown
1208,30,31.966666666666665,38.36666666666667,Georgia
1209,29,46.172413793103445,18.93103448275862,Georgia St
1210,28,41.892857142857146,29.964285714285715,Georgia Tech
1211,30,7.666666666666667,72.43333333333334,Gonzaga
1212,25,32.44,34.08,Grambling
1213,0,0.0,0.0,Grand Canyon
1214,31,28.741935483870968,38.064516129032256,Hampton
1215,0,0.0,0.0,Hardin-Simmons
1216,27,34.74074074074074,32.25925925925926,Hartford
1217,27,32.629629629629626,34.2962962962963,Harvard
1218,28,23.357142857142858,44.25,Hawaii
1219,27,31.925925925925927,41.18518518518518,High Point
1220,30,13.766666666666667,59.7,Hofstra
1221,32,20.84375,45.53125,Holy Cross
1222,28,20.428571428571427,50.214285714285715,Houston
1223,0,0.0,0.0,Houston Bap
1224,29,47.03448275862069,17.896551724137932,Howard
1225,28,51.857142857142854,7.964285714285714,Idaho
1226,25,41.6,35.08,Idaho St
1227,30,29.566666666666666,39.0,IL Chicago
1228,31,11.161290322580646,58.806451612903224,Illinois
1229,27,37.0,18.555555555555557,Illinois St
1230,0,0.0,0.0,Incarnate Word
1231,29,23.689655172413794,47.48275862068966,Indiana
1232,28,34.142857142857146,29.428571428571427,Indiana St
1233,30,16.566666666666666,63.8,Iona
1234,33,13.848484848484848,52.54545454545455,Iowa
1235,29,35.206896551724135,41.310344827586206,Iowa St
1236,26,42.26923076923077,20.46153846153846,IPFW
1237,27,22.74074074074074,46.370370370370374,IUPUI
1238,31,37.12903225806452,34.45161290322581,Jackson St
1239,27,70.18518518518519,3.259259259259259,Jacksonville
1240,28,33.07142857142857,42.75,Jacksonville St
1241,28,50.67857142857143,13.714285714285714,James Madison
1242,31,14.387096774193548,59.96774193548387,Kansas
1243,28,29.392857142857142,38.857142857142854,Kansas St
1244,26,37.5,32.76923076923077,Kennesaw
1245,32,14.65625,57.40625,Kent
1246,33,23.545454545454547,46.90909090909091,Kentucky
1247,28,22.107142857142858,47.214285714285715,La Salle
1248,26,40.0,25.46153846153846,Lafayette
1249,27,33.851851851851855,44.51851851851852,Lamar
1250,29,22.620689655172413,38.689655172413794,Lehigh
1251,27,50.44444444444444,11.37037037037037,Liberty
1252,31,20.93548387096774,51.83870967741935,Lipscomb
1253,29,31.448275862068964,50.96551724137931,Long Beach St
1254,27,38.888888888888886,29.666666666666668,Long Island
1255,28,49.142857142857146,22.785714285714285,Longwood
1256,31,22.161290322580644,43.54838709677419,Louisiana Tech
1257,30,25.4,44.4,Louisville
1258,30,40.5,32.1,Loy Marymount
1259,28,34.07142857142857,42.785714285714285,Loyola MD
1260,28,24.714285714285715,46.535714285714285,Loyola-Chicago
1261,30,17.866666666666667,56.9,LSU
1262,0,0.0,0.0,MA Lowell
1263,26,36.69230769230769,26.615384615384617,Maine
1264,28,24.535714285714285,52.142857142857146,Manhattan
1265,29,25.620689655172413,51.275862068965516,Marist
1266,29,23.896551724137932,50.310344827586206,Marquette
1267,28,35.714285714285715,30.178571428571427,Marshall
1268,30,27.366666666666667,50.06666666666667,Maryland
1269,28,32.07142857142857,32.785714285714285,Massachusetts
1270,25,38.56,32.24,McNeese St
1271,29,48.0,16.896551724137932,MD E Shore
1272,33,6.03030303030303,74.87878787878788,Memphis
1273,28,47.25,26.25,Mercer
1274,31,29.870967741935484,38.774193548387096,Miami FL
1275,28,20.571428571428573,42.642857142857146,Miami OH
1276,28,23.785714285714285,47.535714285714285,Michigan
1277,32,22.25,51.6875,Michigan St
1278,29,28.82758620689655,37.06896551724138,Minnesota
1279,30,30.4,34.63333333333333,Mississippi
1280,30,30.733333333333334,37.36666666666667,Mississippi St
1281,28,34.964285714285715,31.321428571428573,Missouri
1282,27,32.333333333333336,38.03703703703704,Missouri KC
1283,28,17.642857142857142,57.67857142857143,Missouri St
1284,32,26.59375,38.25,Monmouth NJ
1285,27,16.74074074074074,61.407407407407405,Montana
1286,27,34.629629629629626,38.370370370370374,Montana St
1287,26,52.15384615384615,7.6923076923076925,Morehead St
1288,30,45.2,9.666666666666666,Morgan St
1289,0,0.0,0.0,Morris Brown
1290,27,37.888888888888886,22.85185185185185,MS Valley St
1291,30,34.7,29.933333333333334,Mt St Mary's
1292,27,27.85185185185185,41.96296296296296,MTSU
1293,29,12.10344827586207,59.0,Murray St
1294,27,55.629629629629626,8.925925925925926,N Colorado
1295,24,32.208333333333336,37.75,N Dakota St
1296,27,26.40740740740741,44.111111111111114,N Illinois
1297,0,0.0,0.0,N Kentucky
1298,26,41.96153846153846,23.692307692307693,Navy
1299,29,47.89655172413793,13.827586206896552,NC A&T
1300,0,0.0,0.0,NC Central
1301,30,19.633333333333333,56.06666666666667,NC State
1302,0,0.0,0.0,NE Illinois
1303,0,0.0,0.0,NE Omaha
1304,32,24.4375,42.40625,Nebraska
1305,31,10.806451612903226,61.41935483870968,Nevada
1306,29,31.24137931034483,28.06896551724138,New Hampshire
1307,30,26.766666666666666,37.86666666666667,New Mexico
1308,29,31.689655172413794,38.06896551724138,New Mexico St
1309,27,43.2962962962963,20.25925925925926,New Orleans
1310,29,42.724137931034484,31.0,Niagara
1311,26,44.5,24.53846153846154,Nicholls St
1312,0,0.0,0.0,NJIT
1313,31,32.25806451612903,29.612903225806452,Norfolk St
1314,29,17.24137931034483,63.13793103448276,North Carolina
