,WblkAvg,LblkAvg,WorAvg,LfgaAvg,WtoAvg,LpfAvg,LtoAvg,LscoreAvg,LfgmAvg,WftmAvg,LstlAvg,WfgmAvg,Wfga3Avg,WftaAvg,WpfAvg,Lfgm3Avg,LftaAvg,WfgaAvg,LdrAvg,WstlAvg,WscoreAvg,WdrAvg,LorAvg,LftmAvg,Lfga3Avg,Team_Name,GameCount,Wfgm3Avg,WastAvg,LastAvg
1101,0.19047619047619047,1.2857142857142858,0.7142857142857143,45.523809523809526,1.380952380952381,19.714285714285715,13.619047619047619,55.523809523809526,17.857142857142858,2.1904761904761907,4.809523809523809,2.4761904761904763,1.0952380952380953,2.9523809523809526,1.8571428571428572,6.190476190476191,18.238095238095237,4.619047619047619,18.285714285714285,0.9523809523809523,7.619047619047619,2.0476190476190474,7.285714285714286,13.619047619047619,16.761904761904763,Abilene Chr,21,0.47619047619047616,1.0952380952380953,8.904761904761905
1102,1.2142857142857142,1.75,3.4285714285714284,33.892857142857146,5.071428571428571,12.785714285714286,8.392857142857142,39.67857142857143,14.107142857142858,6.142857142857143,3.107142857142857,7.964285714285714,7.5,8.357142857142858,6.107142857142857,4.321428571428571,10.892857142857142,17.928571428571427,13.714285714285714,2.1785714285714284,24.892857142857142,9.142857142857142,5.285714285714286,7.142857142857143,14.214285714285714,Air Force,28,2.8214285714285716,4.892857142857143,8.5
1103,3.0606060606060606,1.1515151515151516,7.515151515151516,19.96969696969697,8.121212121212121,6.696969696969697,5.090909090909091,22.21212121212121,7.848484848484849,9.484848484848484,2.0606060606060606,15.696969696969697,12.787878787878787,15.303030303030303,11.121212121212121,2.272727272727273,6.909090909090909,34.54545454545455,7.090909090909091,4.545454545454546,45.696969696969695,15.575757575757576,4.787878787878788,4.242424242424242,7.606060606060606,Akron,33,4.818181818181818,7.909090909090909,3.242424242424242
1104,1.7741935483870968,2.4516129032258065,3.838709677419355,31.93548387096774,4.67741935483871,12.838709677419354,7.161290322580645,38.225806451612904,12.903225806451612,6.129032258064516,3.4838709677419355,9.806451612903226,6.935483870967742,9.161290322580646,6.32258064516129,3.0,13.612903225806452,19.870967741935484,13.161290322580646,3.2580645161290325,28.483870967741936,9.419354838709678,6.064516129032258,9.419354838709678,10.32258064516129,Alabama,31,2.7419354838709675,4.935483870967742,5.838709677419355
1105,2.0357142857142856,2.0357142857142856,4.857142857142857,30.785714285714285,5.642857142857143,13.035714285714286,7.607142857142857,33.32142857142857,11.321428571428571,7.25,3.25,10.214285714285714,7.464285714285714,11.071428571428571,8.928571428571429,3.2857142857142856,11.0,22.321428571428573,12.321428571428571,2.7857142857142856,30.5,11.5,4.964285714285714,7.392857142857143,11.428571428571429,Alabama A&M,28,2.8214285714285716,6.107142857142857,6.428571428571429
1106,2.0714285714285716,1.4642857142857142,7.75,24.821428571428573,7.178571428571429,8.071428571428571,4.928571428571429,27.178571428571427,9.5,10.071428571428571,2.7857142857142856,14.642857142857142,11.0,14.107142857142858,10.357142857142858,1.9642857142857142,9.714285714285714,33.392857142857146,8.214285714285714,3.892857142857143,42.714285714285715,14.0,5.25,6.214285714285714,7.821428571428571,Alabama St,28,3.357142857142857,7.642857142857143,4.428571428571429
1107,1.90625,1.15625,5.9375,22.9375,7.3125,7.625,5.3125,25.4375,9.34375,10.90625,1.71875,13.09375,8.0625,14.1875,9.625,1.40625,7.53125,28.15625,10.0,3.8125,40.59375,14.21875,4.40625,5.34375,5.40625,Albany NY,32,3.5,6.65625,4.40625
1108,1.0,2.7142857142857144,2.107142857142857,37.857142857142854,3.5714285714285716,13.785714285714286,8.035714285714286,41.0,14.392857142857142,5.107142857142857,4.0,7.178571428571429,3.857142857142857,7.464285714285714,5.107142857142857,2.9642857142857144,14.321428571428571,14.75,13.071428571428571,1.4285714285714286,20.928571428571427,7.642857142857143,7.5,9.25,10.857142857142858,Alcorn St,28,1.4642857142857142,3.357142857142857,5.571428571428571
1109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alliant Intl,0,0.0,0.0,0.0
1110,2.21875,1.21875,4.53125,17.6875,8.71875,7.09375,5.25,21.75,8.125,8.53125,2.03125,14.90625,9.65625,11.8125,10.125,2.5,4.4375,28.875,7.15625,4.0,42.1875,15.78125,2.59375,3.0,6.9375,American Univ,32,3.84375,10.28125,4.84375
1111,0.6538461538461539,1.9230769230769231,2.0384615384615383,45.73076923076923,2.230769230769231,16.96153846153846,10.346153846153847,50.61538461538461,17.653846153846153,2.8461538461538463,4.923076923076923,4.769230769230769,2.8076923076923075,4.653846153846154,3.269230769230769,3.5,18.384615384615383,10.26923076923077,16.884615384615383,1.0769230769230769,13.538461538461538,5.230769230769231,10.76923076923077,11.807692307692308,13.038461538461538,Appalachian St,26,1.1538461538461537,2.6923076923076925,7.115384615384615
1112,3.8823529411764706,0.35294117647058826,11.147058823529411,7.029411764705882,9.088235294117647,1.911764705882353,1.3529411764705883,7.411764705882353,2.735294117647059,13.852941176470589,0.7647058823529411,23.5,13.088235294117647,20.970588235294116,14.529411764705882,0.5,2.3823529411764706,48.970588235294116,3.4705882352941178,5.117647058823529,65.6470588235294,22.823529411764707,1.4411764705882353,1.4411764705882353,1.7647058823529411,Arizona,34,4.794117647058823,13.735294117647058,1.3529411764705883
1113,4.34375,1.3125,5.375,19.25,7.21875,7.21875,4.25,22.46875,7.25,11.0625,1.59375,18.03125,13.09375,15.78125,12.0625,2.6875,7.78125,36.875,7.71875,3.5625,52.5625,19.46875,3.0625,5.28125,7.9375,Arizona St,32,5.4375,10.53125,3.65625
1114,1.8,2.0,4.6,33.733333333333334,5.633333333333334,13.1,7.766666666666667,38.46666666666667,13.0,7.966666666666667,3.066666666666667,10.933333333333334,5.4,10.633333333333333,8.8,2.8,13.133333333333333,23.533333333333335,13.833333333333334,2.7,31.866666666666667,11.2,6.766666666666667,9.666666666666666,10.133333333333333,Ark Little Rock,30,2.033333333333333,5.266666666666667,5.933333333333334
1115,0.6551724137931034,1.4827586206896552,3.4827586206896552,33.172413793103445,5.655172413793103,12.413793103448276,9.413793103448276,36.13793103448276,12.586206896551724,6.862068965517241,5.551724137931035,8.758620689655173,6.517241379310345,10.448275862068966,7.068965517241379,3.8275862068965516,10.931034482758621,18.896551724137932,11.275862068965518,3.9310344827586206,26.75862068965517,9.137931034482758,6.620689655172414,7.137931034482759,11.689655172413794,Ark Pine Bluff,29,2.3793103448275863,4.206896551724138,7.275862068965517
1116,3.96875,1.625,7.21875,21.34375,7.84375,8.0,3.84375,24.53125,8.125,12.375,2.46875,19.09375,13.09375,17.0625,12.90625,2.375,8.15625,39.96875,7.0,6.15625,55.71875,16.875,4.5,5.90625,7.4375,Arkansas,32,5.15625,11.25,4.125
