,GameCount,LscoreAvg,WscoreAvg,Team_Name
1101,0,0.0,0.0,Abilene Chr
1102,28,10.035714285714286,50.142857142857146,Air Force
1103,28,37.0,34.75,Akron
1104,29,27.448275862068964,44.758620689655174,Alabama
1105,29,35.86206896551724,33.93103448275862,Alabama A&M
1106,30,25.2,36.233333333333334,Alabama St
1107,28,46.142857142857146,11.75,Albany NY
1108,29,36.6551724137931,27.310344827586206,Alcorn St
1109,0,0.0,0.0,Alliant Intl
1110,31,27.419354838709676,40.064516129032256,American Univ
1111,29,47.86206896551724,21.06896551724138,Appalachian St
1112,29,25.344827586206897,62.172413793103445,Arizona
1113,27,43.25925925925926,30.814814814814813,Arizona St
1114,26,31.423076923076923,38.46153846153846,Ark Little Rock
1115,27,49.96296296296296,2.259259259259259,Ark Pine Bluff
1116,28,34.92857142857143,33.92857142857143,Arkansas
1117,26,29.03846153846154,43.76923076923077,Arkansas St
1118,0,0.0,0.0,Armstrong St
1119,25,39.64,9.6,Army
1120,28,31.428571428571427,38.57142857142857,Auburn
1121,0,0.0,0.0,Augusta
1122,28,18.214285714285715,45.964285714285715,Austin Peay
1123,28,35.07142857142857,35.035714285714285,Ball St
1124,27,43.925925925925924,18.40740740740741,Baylor
1125,28,19.785714285714285,52.535714285714285,Belmont
1126,29,39.41379310344828,19.586206896551722,Bethune-Cookman
1127,30,30.466666666666665,29.6,Binghamton
1128,25,17.84,54.48,Birmingham So
1129,28,21.25,51.17857142857143,Boise St
1130,32,17.625,51.125,Boston College
1131,28,9.714285714285714,57.357142857142854,Boston Univ
1132,29,38.55172413793103,31.344827586206897,Bowling Green
1133,30,30.733333333333334,35.166666666666664,Bradley
1134,0,0.0,0.0,Brooklyn
1135,26,30.23076923076923,41.34615384615385,Brown
1136,0,0.0,0.0,Bryant
1137,27,33.7037037037037,30.25925925925926,Bucknell
1138,29,28.06896551724138,46.93103448275862,Buffalo
1139,29,26.655172413793103,35.55172413793103,Butler
1140,27,17.22222222222222,54.96296296296296,BYU
1141,29,54.6551724137931,14.03448275862069,C Michigan
1142,26,39.30769230769231,30.73076923076923,Cal Poly SLO
1143,28,31.678571428571427,35.214285714285715,California
1144,27,59.77777777777778,9.037037037037036,Campbell
1145,29,45.0,23.862068965517242,Canisius
1146,0,0.0,0.0,Cent Arkansas
1147,26,27.96153846153846,39.80769230769231,Centenary
1148,28,32.464285714285715,38.214285714285715,Central Conn
1149,26,47.92307692307692,9.692307692307692,Charleston So
1150,29,18.862068965517242,60.48275862068966,Charlotte
1151,27,29.37037037037037,49.074074074074076,Chattanooga
1152,31,39.41935483870968,25.516129032258064,Chicago St
1153,30,14.566666666666666,62.333333333333336,Cincinnati
1154,24,46.916666666666664,9.083333333333334,Citadel
1155,28,38.0,27.678571428571427,Clemson
1156,27,58.074074074074076,5.962962962962963,Cleveland St
1157,27,37.74074074074074,30.962962962962962,Coastal Car
1158,28,22.285714285714285,51.357142857142854,Col Charleston
1159,27,31.85185185185185,34.111111111111114,Colgate
1160,27,24.11111111111111,50.0,Colorado
1161,28,35.607142857142854,34.107142857142854,Colorado St
1162,26,40.23076923076923,26.96153846153846,Columbia
1163,33,12.06060606060606,67.03030303030303,Connecticut
1164,32,24.625,36.90625,Coppin St
1165,26,39.76923076923077,30.807692307692307,Cornell
1166,28,18.0,50.357142857142854,Creighton
1167,0,0.0,0.0,CS Bakersfield
1168,27,41.407407407407405,28.962962962962962,CS Fullerton
1169,29,34.55172413793103,32.93103448275862,CS Northridge
1170,26,37.53846153846154,32.61538461538461,CS Sacramento
1171,26,51.03846153846154,4.769230769230769,Dartmouth
1172,26,30.692307692307693,39.84615384615385,Davidson
1173,32,14.5,53.46875,Dayton
1174,28,28.035714285714285,42.92857142857143,Delaware
1175,28,29.678571428571427,31.785714285714285,Delaware St
1176,26,33.57692307692308,36.0,Denver
1177,30,20.066666666666666,50.8,DePaul
1178,30,21.633333333333333,43.3,Detroit
1179,27,38.888888888888886,30.333333333333332,Drake
1180,28,22.821428571428573,50.142857142857146,Drexel
1181,32,11.90625,67.84375,Duke
1182,29,37.03448275862069,33.310344827586206,Duquesne
1183,24,53.083333333333336,13.791666666666666,E Illinois
1184,27,37.074074074074076,35.22222222222222,E Kentucky
1185,25,37.08,32.4,E Michigan
1186,28,28.142857142857142,42.107142857142854,E Washington
1187,26,34.38461538461539,35.03846153846154,East Carolina
1188,0,0.0,0.0,Edwardsville
1189,28,40.464285714285715,27.357142857142858,Elon
1190,29,12.931034482758621,65.0,ETSU
1191,29,49.41379310344828,18.24137931034483,Evansville
1192,28,27.678571428571427,40.964285714285715,F Dickinson
1193,30,21.6,46.0,Fairfield
1194,26,51.34615384615385,24.807692307692307,FL Atlantic
1195,0,0.0,0.0,FL Gulf Coast
1196,30,22.266666666666666,54.7,Florida
1197,30,36.2,35.9,Florida A&M
1198,25,46.32,7.96,Florida Intl
1199,30,27.366666666666667,43.56666666666667,Florida St
1200,28,46.035714285714285,15.928571428571429,Fordham
1201,28,32.607142857142854,30.035714285714285,Fresno St
1202,26,32.23076923076923,40.19230769230769,Furman
1203,29,26.24137931034483,49.10344827586207,G Washington
1204,26,24.0,54.84615384615385,Ga Southern
1205,27,46.592592592592595,19.51851851851852,Gardner Webb
1206,30,19.233333333333334,53.63333333333333,George Mason
1207,28,30.857142857142858,36.392857142857146,Georgetown
1208,29,25.275862068965516,40.96551724137931,Georgia
1209,27,20.48148148148148,53.03703703703704,Georgia St
1210,32,21.09375,56.96875,Georgia Tech
1211,29,5.0344827586206895,77.3103448275862,Gonzaga
1212,27,41.111111111111114,26.11111111111111,Grambling
1213,0,0.0,0.0,Grand Canyon
1214,30,35.56666666666667,33.0,Hampton
1215,0,0.0,0.0,Hardin-Simmons
1216,28,34.214285714285715,27.964285714285715,Hartford
1217,27,54.48148148148148,10.25925925925926,Harvard
1218,29,23.724137931034484,46.206896551724135,Hawaii
1219,28,24.357142857142858,45.92857142857143,High Point
1220,29,34.724137931034484,35.96551724137931,Hofstra
1221,27,29.666666666666668,33.148148148148145,Holy Cross
1222,27,37.592592592592595,21.37037037037037,Houston
1223,0,0.0,0.0,Houston Bap
1224,28,46.035714285714285,14.071428571428571,Howard
1225,29,33.41379310344828,29.517241379310345,Idaho
1226,29,42.41379310344828,28.75862068965517,Idaho St
1227,31,13.419354838709678,56.58064516129032,IL Chicago
1228,30,11.833333333333334,60.7,Illinois
1229,28,39.07142857142857,23.0,Illinois St
1230,0,0.0,0.0,Incarnate Word
1231,29,30.24137931034483,34.62068965517241,Indiana
1232,28,35.32142857142857,22.642857142857142,Indiana St
1233,29,43.206896551724135,28.448275862068964,Iona
1234,28,28.321428571428573,43.17857142857143,Iowa
1235,28,28.928571428571427,45.0,Iowa St
1236,26,54.84615384615385,6.115384615384615,IPFW
1237,30,24.733333333333334,51.7,IUPUI
1238,29,33.10344827586207,30.20689655172414,Jackson St
1239,26,37.53846153846154,32.76923076923077,Jacksonville
1240,26,36.57692307692308,36.92307692307692,Jacksonville St
1241,28,46.857142857142854,18.0,James Madison
1242,28,17.5,57.357142857142854,Kansas
1243,28,32.464285714285715,36.92857142857143,Kansas St
1244,0,0.0,0.0,Kennesaw
1245,29,16.448275862068964,55.6551724137931,Kent
1246,30,8.033333333333333,65.1,Kentucky
1247,30,40.36666666666667,24.733333333333334,La Salle
1248,26,26.423076923076923,48.11538461538461,Lafayette
1249,25,51.76,23.76,Lamar
1250,28,22.392857142857142,43.464285714285715,Lehigh
1251,31,27.870967741935484,40.87096774193548,Liberty
1252,26,54.34615384615385,13.653846153846153,Lipscomb
1253,26,48.69230769230769,13.884615384615385,Long Beach St
1254,27,46.592592592592595,22.74074074074074,Long Island
1255,0,0.0,0.0,Longwood
1256,28,33.607142857142854,33.142857142857146,Louisiana Tech
1257,29,19.82758620689655,53.44827586206897,Louisville
1258,28,31.178571428571427,36.25,Loy Marymount
1259,28,57.67857142857143,2.25,Loyola MD
1260,29,45.13793103448276,24.96551724137931,Loyola-Chicago
1261,28,20.857142857142858,45.67857142857143,LSU
1262,0,0.0,0.0,MA Lowell
1263,28,22.178571428571427,44.857142857142854,Maine
1264,29,9.827586206896552,64.51724137931035,Manhattan
1265,28,48.107142857142854,13.392857142857142,Marist
1266,27,28.037037037037038,42.888888888888886,Marquette
1267,29,37.55172413793103,32.172413793103445,Marshall
1268,30,26.7,50.666666666666664,Maryland
1269,29,42.13793103448276,25.96551724137931,Massachusetts
1270,24,47.708333333333336,25.333333333333332,McNeese St
